hashtag_source,candidate_source,post_url,shortcode,media_id,date_utc,taken_at,caption_text,caption_word_count,hashtags_in_caption,mentions_in_caption,like_count,comment_count,view_count,media_type,product_type,location_name,account_hash
retreatlife,recent,https://www.instagram.com/yogaden.corona/p/DZxZD0QjQiu/,DZxZD0QjQiu,3923026963849873582,2026-06-19T15:01:19+00:00,1781881279,"🌋✨ ONLY 5 SPOTS REMAINING ✨🌋

GUATEMALA RETREAT • JULY 15–23, 2026
🇬🇹 Antigua & Lake Atitlán

Imagine waking up to breathtaking volcano views, practicing yoga beside one of the most beautiful lakes in the world, participating in sacred Mayan ceremonies, nourishing your body with incredible food, and reconnecting with your heart in a way that only travel and community can inspire.

This is more than a retreat...
It’s a journey of transformation.

💫 Daily Yoga & Meditation
🔥 Sacred Mayan Fire Ceremony
🌋 Stunning Volcano Views
🥗 Nourishing Meals
🤍 Deep Connection & Community
🌎 Cultural Immersion

✨ Retreat Includes:
• 3-night stay in Antigua (breakfast included)
• 5-night shared accommodation at Villa Sumaya Retreat Center
• 3 daily vegetarian meals (chicken or fish available)
• Unlimited filtered water, tea & coffee
• Daily yoga, ceremonies & more

💰 Investment Reduced to $3,180

⚠️ ONLY 5 SPOTS REMAINING!

If your soul has been calling for adventure, healing, connection, and renewal, this is your sign.

Come for the experience.
Leave transformed forever. 💜

📍July 15–23, 2026
📲 Message us or visit YogaDen.com for details and registration.

#YogaRetreat #GuatemalaRetreat #LakeAtitlan #VillaSumaya #YogaDen #YogaTravel #WellnessRetreat #TransformationalTravel #RetreatLife #YogaCommunity #AdventureAwaits #TravelWithPurpose #VolcanoViews #SoulJourney",188,yogaretreat;guatemalaretreat;lakeatitlan;villasumaya;yogaden;yogatravel;wellnessretreat;transformationaltravel;retreatlife;yogacommunity;adventureawaits;travelwithpurpose;volcanoviews;souljourney,,3,0,,1,feed,,7dc242a365cfd5fa
retreatlife,recent,https://www.instagram.com/by.samvdn/p/DZw_i2YDG00/,DZw_i2YDG00,3922914747217636660,2026-06-19T11:18:21+00:00,1781867901,"✨ Feeling incredibly grateful. ✨

This weekend, I had the privilege of facilitating and organizing our retreat for the third time. Every retreat is special, but taking a moment to reflect on how much we’ve built together over the past 1.5 years fills me with deep gratitude.

From creating all the content, videos, and photography, to guiding breathwork sessions, ice baths, and holding space for the conversations that unfold throughout the weekend. It’s an honor to be part of these transformative experiences.

What touches me most is witnessing people arrive in one state and leave in a completely different one. More connected to themselves, more present, more alive, and often with a renewed perspective on what truly matters.

Seeing the growth, trust, and community that have emerged around these retreats has been beyond anything I could have imagined. None of this would be possible without every person who has chosen to show up, open up, and be part of this journey. And a special S/O to @renshaen & @mink_de_jong 🫶

And it feels like we’re only getting started. There is still so much beauty, growth, and transformation ahead.

Thank you to everyone who has been part of this story so far. 🤍

#Grateful #RetreatLife #Breathwork #IceBath #transformation",208,grateful;retreatlife;breathwork;icebath;transformation,renshaen;mink_de_jong,47,13,,8,carousel_container,,628e10a232364bbe
retreatlife,recent,https://www.instagram.com/theretreatladyevents/p/DZxcYxskco5/,DZxcYxskco5,3923041598347266617,2026-06-19T15:31:00+00:00,1781883060,"This getaway is not for everyone. And that's intentional. 
The Costa Rica Hot Springs Getaway is for the woman who:
→ Has been running on empty and knows it

→ Keeps saying ""I need a vacation"" but never books it

→ Wants to travel but doesn't want to plan it alone

→ Is ready to invest in herself without the guilt

→ Knows that rest is not a reward — it's a requirement
If you read that list and felt seen — your spot is waiting.

📅 October 22–27, 2026

📍 La Fortuna, Costa Rica

💰 $250 deposit due July 1

💰 Pay in full and save — double occupancy from $1,100
Spaces are limited and filling. Link in bio. 🌊

#ThisIsForYou #WomenWhoTravel #RetreatLife #CostaRicaGetaway #HotSpringsRetreat #InvestInYourself #CatalystandC #LaFortuna",125,thisisforyou;womenwhotravel;retreatlife;costaricagetaway;hotspringsretreat;investinyourself;catalystandc;lafortuna,,0,0,,1,feed,,30aa764a719b53ac
retreatlife,recent,https://www.instagram.com/sarie_rana_/p/DZw-f16GGO6/,DZw-f16GGO6,3922910142510162874,2026-06-19T11:09:12+00:00,1781867352,"Tucked away in the peaceful hills of Bir @konoha_bir feels less like a place and more like a pause from everyday life. From slow mountain mornings and cozy café moments to peaceful sunsets and the kind of calm that stays with you long after you leave✨

If you’re looking for a quiet escape, fresh mountain air and a space that lets you truly slow down, this little retreat deserves a spot on your list. A place to breathe, connect, create memories and enjoy the beauty of doing nothing for a while. 🤍✨

#konohacafe #bir #birbilling #mountainescape #cafevibes #himachal #hiddengem #TravelDiaries #peacefulstay #RetreatLife",103,konohacafe;bir;birbilling;mountainescape;cafevibes;himachal;hiddengem;traveldiaries;peacefulstay;retreatlife,konoha_bir,70,14,,8,carousel_container,"Bir Billing, Himachal Pradesh, India",102bd93d21035090
retreatlife,recent,https://www.instagram.com/goatrodeoretreats/p/DZxJavqDoDI/,DZxJavqDoDI,3922958170712867016,2026-06-19T12:44:38+00:00,1781873078,"Goat Rodeo Retreats started long before the renovations, the animals, or the retreats.

It started with burnout.

After years of working in the corporate world, constantly moving from one deadline to the next, I realized I was craving something different. More time outside. More meaningful connection. More space to slow down and actually enjoy life instead of rushing through it.

When we found this property, we didn’t just see land and buildings—we saw possibility. A place where people could step away from the noise, catch their breath, gather with people they love, and reconnect with themselves.

Building Goat Rodeo Retreats meant leaving behind what no longer felt aligned and creating something that did.

Today, every retreat, every gathering, and every guest who walks through our doors is a reminder of why we took the leap.

This place became the answer we were looking for, and now we get to share it with others. 🤍 

#goatrodeoretreats #retreatlife #slowliving #intentionalhospitality #wellnessretreat",158,goatrodeoretreats;retreatlife;slowliving;intentionalhospitality;wellnessretreat,,7,0,,8,carousel_container,"Mayer, Minnesota",c714499ab106be3f
retreatlife,recent,https://www.instagram.com/nerissagurrea/p/DZxCXjHgVZX/,DZxCXjHgVZX,3922927164764280407,2026-06-19T11:43:01+00:00,1781869381,"Refreshed & Renewed
#retreatlife
#Retreat2026
#thankfulgratefulblessed",5,retreatlife;retreat2026;thankfulgratefulblessed,,0,0,,8,carousel_container,"Assumption Sabbath Place, Crystal Cave, Baguio City",c76f277444bb20d1
retreatlife,recent,https://www.instagram.com/yogliving/p/DZxG2KqB4jY/,DZxG2KqB4jY,3922946860989778136,2026-06-19T15:55:06+00:00,1781884506,"Awaken the power you've carried within all along.	

[Beach Retreats in India, Best yoga school in Rishikesh, Spiritual Retreat in India]	#retreatlife #consciousliving #spiritualgrowth #natureheals #rishikesh",26,retreatlife;consciousliving;spiritualgrowth;natureheals;rishikesh,,0,0,,1,feed,,1f7cd693cc2baa99
retreatlife,recent,https://www.instagram.com/taichifuerteventura/p/DZw-mGYI71Z/,DZw-mGYI71Z,3922910572510952793,2026-06-19T11:12:57+00:00,1781867577,"A healthy retreat begins with healthy food. 🌿
Today’s starter is a beautiful three-course vegan tasting experience, carefully prepared by our expert chef using fresh, natural ingredients full of flavor, color, and vitality.
At our retreat center, food is much more than nourishment. It is an essential part of the experience, designed to support well-being, balance, and enjoyment while connecting with a healthier and more conscious way of living.
Every dish is prepared with love, creativity, and attention to detail, making each meal a memorable part of your retreat journey.
#VeganRetreat #HealthyFood #RetreatLife #PlantBasedLiving #WellnessJourney",94,veganretreat;healthyfood;retreatlife;plantbasedliving;wellnessjourney,,4,2,,1,feed,Tai Chi Fuerteventura Retreat,9049111048070c82
retreatlife,recent,https://www.instagram.com/vibra.alta692/p/DZxCZmSurXs/,DZxCZmSurXs,3922927305612768748,2026-06-19T11:51:35+00:00,1781869895,"Un lugar único en Vega Alta,PR ✨

Pronto abre sus puertas Vibra Alta Retreat

Espacio que invita a relajación y desconexión 🌞

Disfruta de un espacio que invita la tranquilidad, brindando la oportunidad de explorar el 
norte de la isla 🌊

Síguenos para mas detalles

#PuertoRicoAirbnb #AirbnbPR #IslandGetaway #RetreatLife #VacationRental DiscoverPuertoRico ComingSoon",54,puertoricoairbnb;airbnbpr;islandgetaway;retreatlife;vacationrental,,14,0,,1,feed,,4131bed795696c36
retreatlife,recent,https://www.instagram.com/ayahusca_retreat_brazil/p/DZxE5upll1u/,DZxE5upll1u,3922938309702475118,2026-06-19T12:07:05+00:00,1781870825,"Wir laden Dich ein, einen sicheren Raum zu betreten — vertraut, behütet, transformierend. In unserem Boutique‑Hotel in Salvador da Bahia begleiten wir Dich persönlich durch jede Phase: sanfte Meditationen, Atemarbeit, achtsame Massagen und die traditionelle Zeremonie selbst — immer mit erfahrenen Guides an Deiner Seite. Spüre die Ruhe, die Fürsorge, die Absicht hinter jedem Schritt… Teile Deine Fragen oder Absichten unten — wir antworten von Herzen. Link in bio ✨🌿🕯️🧘

#AyahuascaRetreat #HeilungReisen #SalvadorDaBahia #Spiritualität #Selbstfindung #RetreatLife #Atemarbeit #GanzheitlicheHeilung #BoutiqueHotel",85,ayahuascaretreat;heilungreisen;salvadordabahia;spiritualität;selbstfindung;retreatlife;atemarbeit;ganzheitlicheheilung;boutiquehotel,,0,0,,1,feed,,415a7fda9e23b20b
retreatlife,recent,https://www.instagram.com/juditduranyoga/p/DZxONePG_5v/,DZxONePG_5v,3922979248886513263,2026-06-19T13:26:30+00:00,1781875590,"Being on a retreat for retreat leaders with @iamfit4travel is truly one of the greatest gifts.

Five days surrounded by people who do what I do—sharing ideas, exchanging experiences, finding inspiration, resting, recharging, and building meaningful connections in the stunning Algarve. I honestly have no words to express how grateful I am.

Sometimes I still can't believe this is my life.

And if anything, this experience has inspired me even more to continue doing what I do. Being on the receiving end of a retreat reminds me just how important it is to step away from daily responsibilities, disconnect from the noise, recharge, and open ourselves to new friendships and perspectives.

There is something incredibly powerful about not having to plan, organize, or take care of anything. Everything is already thoughtfully arranged. All we need to do is show up, be present, and occasionally check what time we need to be ready for the next activity.

What a gift.

Thank you, Fit4Travel, for making this experience possible. My heart is full. 💙✨

#Gratitude #RetreatLife #RetreatLeader #Algarve #SoulNourishment",177,gratitude;retreatlife;retreatleader;algarve;soulnourishment,iamfit4travel,47,8,,8,carousel_container,"Algarve, Portugal",e7fb6d0e279b9193
retreatlife,recent,https://www.instagram.com/stayathehighlander/p/DZw5Y2bTvDx/,DZw5Y2bTvDx,3922887671798493425,2026-06-19T10:26:04+00:00,1781864764,Finishing touches underway! #thehighlander #belanglo #retreat #retreatlife #weekendplans,8,thehighlander;belanglo;retreat;retreatlife;weekendplans,,7,0,,1,feed,Belanglo,79d86cc961461762
retreatlife,recent,https://www.instagram.com/neuewegereisen/p/DZxVWmVjAX1/,DZxVWmVjAX1,3923010662385321461,2026-06-19T14:28:55+00:00,1781879335,"Bali ruft. Für alle, die aufbrechen möchten, aber nicht alleine.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Vierzehn Tage zwischen Ozean und Reisterrassen, zwischen Morgenpraxis und balinesischer Stille – begleitet von einer kleinen Gruppe, die trägt.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Erst sieben Nächte direkt am Meer, im Puri Dajuma Eco Resort an der Westküste. Morgens und abends Energy Vinyasa Yoga in der Shala, das Rauschen des Ozeans nah. Zeit für Strandspaziergänge, Massagen, das langsame Ankommen.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Dann der Wechsel ins Innere der Insel. Reisterrassen, Vulkanblick, Stille. Tempelbesuche, balinesische Zeremonien, Ubud, Sound Healing in den Pyramids of Chi. Ein Kochkurs. Ein Tanzworkshop. Die spirituelle Seele der Insel, ganz nah.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Durch alles hindurch: Spiri Fountoglou als Kursleitung, 
13.–27.11.2026
Kleine Gruppe, persönliche Begleitung
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Alle Infos findet ihr über den Link in unserer Bio: linktr.ee/neuewegereisen
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#neuewegereisen #bali #yogaretreat #yogareise #achtsamreisen",143,neuewegereisen;bali;yogaretreat;yogareise;achtsamreisen,,20,11,,8,carousel_container,"Bali, Indonesien",c99a4638c3c4baff
retreatlife,recent,https://www.instagram.com/jungleyogaretreats/p/DZwZ-GhD1YF/,DZwZ-GhD1YF,3922749494207141381,2026-06-19T05:50:02+00:00,1781848202,"We are not a resort. We are not a venue booking service. There are plenty of those. 🙏

We are Jungle Yoga - your Retreat Concierge in Thailand — and we exist for one reason: so that retreat leaders can show up fully, lead powerfully, and never once worry about the details.

Here's what working with us actually looks like:
🌿 We help you find the right venue for your group — the right size, the right vibe, the right season, the right location across Thailand

🌿 We handle all logistics — airport transfers, minivans, ferries, long-tail boats — whatever your destination requires

🌿 We organise all meals and manage every dietary requirement in your group

🌿 We arrange excursions and cultural experiences tailored to your group's energy and needs

🌿 We are on the ground with you for the entire retreat — our team is there, present, handling everything so you never have to

🌿 We can even support your retreat marketing through our social media channels and email list.

You bring your group. You run your workshops. You do your magic.
We handle absolutely everything else.

This is what we were built for — and there is nothing we love more than watching a retreat leader step into their full power because they finally have the right support behind them.

📩 DM us to start the conversation. Thailand is waiting.

#RetreatConcierge #ThailandRetreat #RetreatLeader #HostARetreat #RetreatPlanning #RetreatSupport #ThailandTravel #WellnessRetreat #YogaRetreat #RetreatLife #RetreatBusiness #TransformationalTravel #RetreatVenue #ThailandWellness #MindfulTravel",238,retreatconcierge;thailandretreat;retreatleader;hostaretreat;retreatplanning;retreatsupport;thailandtravel;wellnessretreat;yogaretreat;retreatlife;retreatbusiness;transformationaltravel;retreatvenue;thailandwellness;mindfultravel,,1,0,,1,feed,Thailand,6fa81f814d2724bf
retreatlife,recent,https://www.instagram.com/themindfulnessyogi/p/DZvkHYADMIH/,DZvkHYADMIH,3922512636944368135,2026-06-18T21:59:26+00:00,1781819966,"First day in Oeffelt, Netherlands 🇳🇱
Quiet fields, fresh cherries, a sauna session, a hot tub, a beautiful retreat space, and a few simple Dutch comfort-food moments in between.

The pace here already feels different slower, softer, a little more grounded.

I’m here to support the BeWithBalance retreat, help in the kitchen, and be part of creating a space where people can actually exhale.

Day 1 photo dump. Let the retreat chapter begin.

#Oeffelt #Netherlands #PhotoDump #RetreatLife #BeWithBalance TheTravelingYogaChef YogaRetreat TravelDiary SlowLiving ChefLife MindfulTravel",83,oeffelt;netherlands;photodump;retreatlife;bewithbalance,,2,0,,8,carousel_container,Oeffelt,f295a83fe774d992
retreatlife,recent,https://www.instagram.com/grownstrongretreats/p/DZvypp2E-2J/,DZvypp2E-2J,3922576565217783177,2026-06-19T00:06:27+00:00,1781827587,"Work out. Head outside. Take in the views.

A pretty good way to spend a day in Portugal. 🇵🇹💙

#PortugalRetreat #GrownStrongRetreats #TrainAndTravel #RetreatLife #portugal",23,portugalretreat;grownstrongretreats;trainandtravel;retreatlife;portugal,,53,0,,8,carousel_container,,80feb31b4de2621c
retreatlife,recent,https://www.instagram.com/languageandwine/p/DZvWeWhAS-R/,DZvWeWhAS-R,3922452643246583697,2026-06-18T20:00:14+00:00,1781812814,"Spain or Italy? Which retreat vibe speaks to you? 🇪🇸 🇮🇹

Whether you prefer the coastal energy of Málaga or the peaceful countryside roads near Rome, we’ve got a space waiting for you. 🗺️✨

Let us know in the comments: Are you team Spain or team Italy? 👇

#languageandwine #travelitaly #travelspain #malagaretreat #tivoliretreat #winelovers #culturalexperience #learnlanguages #retreatlife #slowliving",56,languageandwine;travelitaly;travelspain;malagaretreat;tivoliretreat;winelovers;culturalexperience;learnlanguages;retreatlife;slowliving,,3,0,,8,carousel_container,,9b095520edf93db3
retreatlife,recent,https://www.instagram.com/narmada_yogi/p/C2DECNZvK4S/,C2DECNZvK4S,3279482697671290386,2024-01-13T16:53:44+00:00,1705164824,"🌊✨ Introducing *Water Reiki* ✨🌊

Since 2011, I have been devoted to developing *Water Reiki* in the sacred waters of the Narmada River — a deeply transformative practice designed to harmonize the body, calm the mind, and awaken the spirit.

Floating in water allows us to release emotional weight, dissolve stress, and reconnect with the natural flow within ourselves. Through gentle movement, meditation, breath, and energy healing, Water Reiki creates a space of deep surrender, healing, and inner peace. 💧🕊️

I am now looking to collaborate with wellness spaces, retreat centers, yoga communities, healers, and conscious facilitators around the world to share this unique experience globally.

📍 Ideal space: Swimming pool with approx. 1.5 meter depth
🤍 Suitable for retreats, healing workshops, yoga festivals & wellness events

If you feel called to co-create or host a Water Reiki experience, I would love to connect.

Let the water hold you.
Let the flow heal you.
Let go, and return to yourself. 🌊✨

#WaterReiki #WaterHealing #HealingJourney #Meditation #Yoga #Wellness #EnergyHealing #HolisticHealing #FlowState #InnerPeace #StressRelief #LetGo #YogaTeacher #SpiritualHealing #ConsciousLiving #RetreatLife #HealingVibrations #Narmada #WaterMeditation #Collaboration",179,waterreiki;waterhealing;healingjourney;meditation;yoga;wellness;energyhealing;holistichealing;flowstate;innerpeace;stressrelief;letgo;yogateacher;spiritualhealing;consciousliving;retreatlife;healingvibrations;narmada;watermeditation;collaboration,,143,8,,8,carousel_container,Swatantra Yoga,bf587e5e74485658
retreatlife,recent,https://www.instagram.com/tendground/p/DZvghHREueU/,DZvghHREueU,3922496813496723348,2026-06-18T21:28:06+00:00,1781818086,"Most people pick the wrong retreat platform before they even pick a retreat.

The platform shapes what you see, what you pay, and what happens if you need to cancel. That part rarely gets explained.

Swipe for the three questions worth asking before you book anything.

#wellnessretreat #retreatplanning #wellnesstravel #mindfultravel #texasretreat #sedonaretreat #retreatlife #conscioustravel #wellnessweekend #selfcaretravel",56,wellnessretreat;retreatplanning;wellnesstravel;mindfultravel;texasretreat;sedonaretreat;retreatlife;conscioustravel;wellnessweekend;selfcaretravel,,0,0,,1,feed,,86b2200bd68d5687
retreatlife,recent,https://www.instagram.com/pausetobemindfulness/p/DZwpx2YIv-l/,DZwpx2YIv-l,3922819020988022693,2026-06-19T08:09:04+00:00,1781856544,"Must be retreat time!

#fifteens #nobakecake #fridgecake #retreatlife #summersolstice",9,fifteens;nobakecake;fridgecake;retreatlife;summersolstice,,9,4,,1,feed,"Stirling, Scotland",3de84f43fa93790d
retreatlife,recent,https://www.instagram.com/homeofsilence/p/DZwjhSUIMyl/,DZwjhSUIMyl,3922791494475369637,2026-06-19T07:13:32+00:00,1781853212,"Wieder einmal ein wundervolles Abschlussessen unseres Yoga Retreats – Frühlingszauber direkt am Meer, mit strahlenden Gesichtern und vielen schönen Erinnerungen. ✨

Besonders berührt es uns, dass einige unserer Gäste bereits zum 5. Mal in Folge dabei sind. Diese Verbundenheit und das Vertrauen bedeuten uns sehr viel. 💛

Vielen Dank an alle für diese besondere Woche voller Yoga, Begegnungen, Stille, Lachen und gemeinsamer Momente.

Bis zum nächsten Mal im Home of Silence. 🙏🌊

#YogaRetreat #HomeOfSilence #Dankbarkeit #YogaCommunity #RetreatLife YogaJourney Mindfulness YogaLove Abschlussessen GemeinsamWachsen Meerblick RetreatMoments ✨",89,yogaretreat;homeofsilence;dankbarkeit;yogacommunity;retreatlife,,45,3,,1,feed,"Peloponesse, Greece.",9a090d82e7123c2f
retreatlife,recent,https://www.instagram.com/mynextretreat.uk/p/DZvfRS4Oacv/,DZvfRS4Oacv,3922491328406595375,2026-06-18T21:17:20+00:00,1781817440,"You’ll never regret taking time to reconnect with yourself.

Whether it’s a weekend away or a longer journey, creating space for yourself can change everything.

#RetreatLife #WellnessRetreat #TimeToReset #SelfCare #MyNextRetreat",30,retreatlife;wellnessretreat;timetoreset;selfcare;mynextretreat,,2,0,,1,feed,,ad640b0f7c4ab16f
retreatlife,recent,https://www.instagram.com/innerjourneywithkaya/p/DZwYLCEMvDA/,DZwYLCEMvDA,3922741586688143552,2026-06-19T08:00:07+00:00,1781856007,"✨ The Difference Between Visiting Cambodia and Experiencing It ✨

There is a difference between arriving somewhere and truly meeting it.

Most travel is about seeing a place. Visiting landmarks. Taking photos. Collecting memories.

But there is another way to travel.

One that is less about movement and more about presence. 🌿

When we rush from one experience to the next, we often remain unchanged. We see a place, but we do not fully feel it. We pass through it, but it never passes through us.

Experiencing a place is different.

It happens when you slow down enough to listen.

When the temples become more than attractions 🛕✨

When silence becomes part of the journey.

When the landscape begins reflecting something back to you.

The difference between visiting and experiencing is not the destination.

It is the intention you bring.

At The Temple Within Retreat, Cambodia is not something to tick off a list.

It is an invitation to slow down, reconnect, and allow the outer journey to become an inner one. 🤍

Because sometimes the most meaningful discoveries are not found in the places we visit, but in the parts of ourselves we meet while we are there.

To visit a place is to leave with memories.

To experience a place is to leave with change.

✨ The Temple Within Retreat | Cambodia | June 2027 ✨

Spaces are filling quickly. If you feel called to a deeper way of travelling, being, and experiencing life, this may be your invitation.

DM @innerjourneywithkaya or @michellefreemanyoga for details, or follow the link in the comments. 👇

#TheTempleWithin #CambodiaRetreat #RetreatLife #InnerJourney #Cambodia",265,thetemplewithin;cambodiaretreat;retreatlife;innerjourney;cambodia,innerjourneywithkaya;michellefreemanyoga,1,0,,1,feed,,f8046d4d4477801e
retreatlife,recent,https://www.instagram.com/setu.vermont/p/DZv42UgjRPD/,DZv42UgjRPD,3922603823940309955,2026-06-19T01:00:37+00:00,1781830837,"Adult Summer Camp is calling… and yes, this one is for you. 🌞

Step away from the stress, the noise, and the never-ending to-do list.

This is your chance to slow down, breathe deeply, rest in nature, enjoy nourishing meals, and remember what it feels like to feel cared for.

A little play. A lot of rest. Time to reconnect with yourself.

What are you craving most right now: quiet, nature, deep rest, or a complete reset?

Space is limited.

Learn more: setuvermont.com/adult-summer-camp

#SetuVermont #AdultSummerCamp #VermontRetreat #WellnessRetreat #BrattleboroVT #RetreatLife #MindfulTravel #SummerRetreat #RestAndRenewal",93,setuvermont;adultsummercamp;vermontretreat;wellnessretreat;brattleborovt;retreatlife;mindfultravel;summerretreat;restandrenewal,,7,0,,1,feed,,c576a43c27ece101
retreatlife,recent,https://www.instagram.com/franciscanretreatsmn/p/DZvUhPZjR5N/,DZvUhPZjR5N,3922444045670751821,2026-06-18T19:43:09+00:00,1781811789,"Summer has a way of slipping by faster than we expect. ☀️ Before calendars fill and fall begins, consider setting aside time to rest, reflect, and reconnect with God.

Our summer and early fall retreats are now open for registration:

✨ June 25–28 – Men & Women Silent Retreat
✨ August 6–9 – Men & Women Silent Retreat
✨ September 8–10 – Women’s Midweek Retreat
✨ September 24–27 – Men & Women Silent Retreat

A silent retreat can be a meaningful weekend away for couples, friends, or anyone longing for quiet, simplicity, prayer, and time in nature. And women—consider inviting your sisters, daughters, moms, or friends for our September Midweek retreat.

The season moves quickly. Reserve your place now and give yourself something sacred to look forward to.

#silentretreats  #minnesotasummer  #spiritualretreats #retreatsformen #womensretreat #AQuietPlace #CatholicLife #peacefulplace #RetreatYourself #silentretreat #retreats #quietmoments #FaithfulGod #retreatlife #peacefulmindpeacefullife #spiritualdevelopment #WomensRetreat #SpiritualReflection #NatureRetreat #RetreatLife #summervibes #peacefulmind #souljourney #retreatcenter #RetreatsforWomen #QuietStrength #SummerReset #catholicretreat",153,silentretreats;minnesotasummer;spiritualretreats;retreatsformen;womensretreat;aquietplace;catholiclife;peacefulplace;retreatyourself;silentretreat;retreats;quietmoments;faithfulgod;retreatlife;peacefulmindpeacefullife;spiritualdevelopment;womensretreat;spiritualreflection;natureretreat;retreatlife;summervibes;peacefulmind;souljourney;retreatcenter;retreatsforwomen;quietstrength;summerreset;catholicretreat,,0,0,,8,carousel_container,,2e5aea61738882fb
retreatlife,recent,https://www.instagram.com/thecomfortstitchco/p/DZwDFh8CJ1Y/,DZwDFh8CJ1Y,3922648849617296728,2026-06-19T02:30:12+00:00,1781836212,"Keeping your current knitting or crochet project tidy and ready to go just got a whole lot cuter 🧶. We designed this yarn basket tote with your favorite skeins and tools in mind, perfect for carrying your WIPs from the couch to your next craft retreat. Take a peek at all the details in our shop.
#knitting #crochet #yarntote #projectbag #wips #craftylife #retreatlife #yarnlove

🛍️ Shop — link in bio",69,knitting;crochet;yarntote;projectbag;wips;craftylife;retreatlife;yarnlove,,0,0,,1,feed,,13d124f8ef8917f2
retreatlife,recent,https://www.instagram.com/javabhumiretreat/p/DZwp1xoJzdY/,DZwp1xoJzdY,3922819290765932376,2026-06-19T10:30:06+00:00,1781865006,"A slower morning.
A deeper breath.
A quieter mind.

Surrounded by nature, guided by movement and grounded in the present moment.

This is the feeling we hope to create on every retreat. 🪷

#JavaBhumiRetreat #yogaretreat #retreatlife #yogajourney #wellnessretreat",37,javabhumiretreat;yogaretreat;retreatlife;yogajourney;wellnessretreat,,8,0,,1,feed,Yogyakarta Indonesia,2518b42ce0e027e5
retreatlife,recent,https://www.instagram.com/wollestateretreats/p/DZwvwNTjvnZ/,DZwvwNTjvnZ,3922845296447388121,2026-06-19T09:00:22+00:00,1781859622,"This isn't a hotel - it's a reset. 

Imagine stepping away from the noise of everyday life and into a place designed entirely for rest, recovery and reconnection.

Set within the beautiful Scottish Borders, Woll House is a stunning Victorian mansion offering understated luxury, breathtaking views and space to truly unwind.

Spend your mornings in our yoga studio overlooking the rolling hills, curl up with a book from the library, relax beside roaring log fires and enjoy spacious, high-ceilinged bedrooms designed for comfort and calm.

For those looking to move and strengthen their bodies, there is a dedicated Pilates studio complete with reformer equipment, as well as a fully equipped gym. And when it's time to slow down, soak in the hot tub overlooking the countryside before unwinding in the infrared sauna.

This isn't just a retreat. It's an opportunity to step away from the demands of daily life and focus on you.

📍 11th - 13th September

🛏️ Only 10 spaces available  Comment the word ""RETREAT"" for more information or to reserve your place.

#wellnessretreat #luxuryretreat #womensretreat #scottishretreat #retreatlife",177,wellnessretreat;luxuryretreat;womensretreat;scottishretreat;retreatlife,,17,1,,8,carousel_container,,b83ea760ad0be260
retreatlife,recent,https://www.instagram.com/rebekah_isis_rose/p/DZwpaZLK_Zf/,DZwpaZLK_Zf,3922817409084028511,2026-06-19T08:05:02+00:00,1781856302,"A friend recently said to me,

""You should make a poster that shows everything you offer.""

I smiled.

Because the truth is, yoga, bodywork, retreats, workshops, tantra, shamanic practices, nervous system awareness, and conscious relating are not separate things to me.

They are simply different doorways into the same exploration.

What does it mean to be fully human?

To feel.
To shift.
To grow.

So I finally gathered many of these doorways into one place.

The question is not what I offer.

The question is

Which doorway is calling you right now?

#RebekahIsisRose #EmbodiedRelationalWork #SomaticEmbodiment #ConsciousRelating #NervousSystemAwareness",97,rebekahisisrose;embodiedrelationalwork;somaticembodiment;consciousrelating;nervoussystemawareness,,3,1,,1,feed,"Malta, Europe",4cbe4b8a8e6b9f64
retreatlife,recent,https://www.instagram.com/madeinvitality/p/DZwZcmPFari/,DZwZcmPFari,3922747191803095778,2026-06-19T05:45:27+00:00,1781847927,"🌺 Introducing the New Evolution of Made in Vitality 🌺

I’m excited to share the next chapter of the Made in Vitality brand.

This logo represents more than a wellness business. It represents a community, a journey, and the many paths we walk toward healing, growth, and self-discovery.

The lotus symbolizes transformation, resilience, and the unfolding of our highest potential. The tropical elements reflect my love of nature, adventure, the ocean, the jungle, and the beauty of life. The artistic influences blend the energy of Bali, Hawaii, and the creative spirit of the LA Arts District.

One thing I’m especially excited about is that this brand will continue to evolve through a collection of different characters and archetypes.

✨ Women and men.
✨ Different cultures and backgrounds.
✨ Different stories and life experiences.
✨ Different expressions of strength, healing, creativity, wisdom, and vitality.

Each character will represent a unique aspect of the human journey while honoring the diversity of our community.

Made in Vitality is not about becoming someone else.

It’s about remembering who you are.

Through movement.
Through healing.
Through connection.
Through transformation.

This is only the beginning.

🌿 Move
🌿 Heal
🌿 Connect
🌿 Transform

Welcome to the new chapter of Made in Vitality Health & Wellness.

#MadeInVitality #HealthAndWellness #WellnessCommunity #YogaLife #RetreatLife BaliVibes HawaiiVibes ArtsDistrict WellnessBrand HealingJourney MoveHealConnectTransform CommunityWellness WellnessLifestyle Retreats Vitality LotusLife PersonalGrowth NatureInspired ConsciousLiving WellnessCollective",222,madeinvitality;healthandwellness;wellnesscommunity;yogalife;retreatlife,,0,0,,8,carousel_container,,4fee272181093655
